timestamp,oxygen saturation percentage,data source
2026-03-26T00:46:03Z,96.1,Charge 6
2026-03-26T00:47:03Z,96.1,Charge 6
2026-03-26T00:48:03Z,96.0,Charge 6
2026-03-26T00:49:03Z,95.9,Charge 6
2026-03-26T00:50:03Z,95.8,Charge 6
2026-03-26T00:51:03Z,96.1,Charge 6
2026-03-26T00:52:03Z,95.9,Charge 6
2026-03-26T00:53:03Z,95.6,Charge 6
2026-03-26T00:54:03Z,95.5,Charge 6
2026-03-26T00:55:03Z,95.5,Charge 6
2026-03-26T00:56:03Z,95.5,Charge 6
2026-03-26T00:57:03Z,95.5,Charge 6
2026-03-26T00:58:03Z,95.5,Charge 6
2026-03-26T00:59:03Z,95.4,Charge 6
2026-03-26T01:00:03Z,95.3,Charge 6
2026-03-26T01:01:03Z,95.3,Charge 6
2026-03-26T01:02:03Z,95.0,Charge 6
2026-03-26T01:03:03Z,95.1,Charge 6
2026-03-26T01:04:03Z,94.9,Charge 6
2026-03-26T01:05:03Z,94.8,Charge 6
2026-03-26T01:06:03Z,94.8,Charge 6
2026-03-26T01:07:03Z,94.8,Charge 6
2026-03-26T01:08:03Z,94.8,Charge 6
2026-03-26T01:09:03Z,94.7,Charge 6
2026-03-26T01:10:03Z,94.9,Charge 6
2026-03-26T01:11:03Z,95.2,Charge 6
2026-03-26T01:12:03Z,95.4,Charge 6
2026-03-26T01:13:03Z,95.0,Charge 6
2026-03-26T01:14:03Z,95.8,Charge 6
2026-03-26T01:15:03Z,95.9,Charge 6
2026-03-26T01:16:03Z,95.7,Charge 6
2026-03-26T01:17:03Z,95.5,Charge 6
2026-03-26T01:18:03Z,50.0,Charge 6
2026-03-26T01:19:03Z,95.5,Charge 6
2026-03-26T01:20:03Z,95.5,Charge 6
2026-03-26T01:21:03Z,50.0,Charge 6
2026-03-26T01:22:03Z,50.0,Charge 6
2026-03-26T01:23:03Z,94.8,Charge 6
2026-03-26T01:24:03Z,94.0,Charge 6
2026-03-26T01:25:03Z,94.0,Charge 6
2026-03-26T01:26:03Z,50.0,Charge 6
2026-03-26T01:27:03Z,94.0,Charge 6
2026-03-26T01:28:03Z,93.5,Charge 6
2026-03-26T01:29:03Z,93.2,Charge 6
2026-03-26T01:30:03Z,93.2,Charge 6
2026-03-26T01:31:03Z,93.1,Charge 6
2026-03-26T01:32:03Z,93.2,Charge 6
2026-03-26T01:33:03Z,93.3,Charge 6
2026-03-26T01:34:03Z,93.2,Charge 6
2026-03-26T01:35:03Z,93.0,Charge 6
2026-03-26T01:36:03Z,92.9,Charge 6
2026-03-26T01:37:03Z,93.1,Charge 6
2026-03-26T01:38:03Z,93.0,Charge 6
2026-03-26T01:39:03Z,93.2,Charge 6
2026-03-26T01:40:03Z,93.2,Charge 6
2026-03-26T01:41:03Z,93.3,Charge 6
2026-03-26T01:42:03Z,93.2,Charge 6
2026-03-26T01:43:03Z,93.0,Charge 6
2026-03-26T01:44:03Z,93.0,Charge 6
2026-03-26T01:45:03Z,92.9,Charge 6
2026-03-26T01:46:03Z,93.0,Charge 6
2026-03-26T01:47:03Z,93.1,Charge 6
2026-03-26T01:48:03Z,92.8,Charge 6
2026-03-26T01:49:03Z,93.1,Charge 6
2026-03-26T01:50:03Z,92.9,Charge 6
2026-03-26T01:51:03Z,93.5,Charge 6
2026-03-26T01:52:03Z,93.4,Charge 6
2026-03-26T01:53:03Z,93.1,Charge 6
2026-03-26T01:54:03Z,50.0,Charge 6
2026-03-26T01:55:03Z,93.3,Charge 6
2026-03-26T01:56:03Z,50.0,Charge 6
2026-03-26T01:57:03Z,92.0,Charge 6
2026-03-26T01:58:03Z,50.0,Charge 6
2026-03-26T01:59:03Z,92.2,Charge 6
2026-03-26T02:00:03Z,50.0,Charge 6
2026-03-26T02:01:03Z,92.9,Charge 6
2026-03-26T02:02:03Z,50.0,Charge 6
2026-03-26T02:03:03Z,93.1,Charge 6
2026-03-26T02:04:03Z,92.8,Charge 6
2026-03-26T02:05:03Z,92.9,Charge 6
2026-03-26T02:06:03Z,93.4,Charge 6
2026-03-26T02:07:03Z,93.3,Charge 6
2026-03-26T02:08:03Z,93.3,Charge 6
2026-03-26T02:09:03Z,50.0,Charge 6
2026-03-26T02:10:03Z,93.5,Charge 6
2026-03-26T02:11:03Z,93.4,Charge 6
2026-03-26T02:12:03Z,93.6,Charge 6
2026-03-26T02:13:03Z,93.7,Charge 6
2026-03-26T02:14:03Z,93.8,Charge 6
2026-03-26T02:15:03Z,94.1,Charge 6
2026-03-26T02:16:03Z,50.0,Charge 6
2026-03-26T02:17:03Z,50.0,Charge 6
2026-03-26T02:18:03Z,50.0,Charge 6
2026-03-26T02:19:03Z,50.0,Charge 6
2026-03-26T02:20:03Z,89.8,Charge 6
2026-03-26T02:21:03Z,84.4,Charge 6
2026-03-26T02:22:03Z,50.0,Charge 6
2026-03-26T02:23:03Z,50.0,Charge 6
2026-03-26T02:24:03Z,84.4,Charge 6
2026-03-26T02:25:03Z,86.7,Charge 6
2026-03-26T02:26:03Z,88.4,Charge 6
2026-03-26T02:27:03Z,88.8,Charge 6
2026-03-26T02:28:03Z,89.2,Charge 6
2026-03-26T02:29:03Z,89.8,Charge 6
2026-03-26T02:30:03Z,90.5,Charge 6
2026-03-26T02:31:03Z,90.1,Charge 6
2026-03-26T02:32:03Z,90.6,Charge 6
2026-03-26T02:33:03Z,91.2,Charge 6
2026-03-26T02:34:03Z,92.1,Charge 6
2026-03-26T02:35:03Z,91.7,Charge 6
2026-03-26T02:36:03Z,91.2,Charge 6
2026-03-26T02:37:03Z,90.5,Charge 6
2026-03-26T02:38:03Z,91.3,Charge 6
2026-03-26T02:39:03Z,91.5,Charge 6
2026-03-26T02:40:03Z,91.7,Charge 6
2026-03-26T02:41:03Z,92.2,Charge 6
2026-03-26T02:42:03Z,92.2,Charge 6
2026-03-26T02:43:03Z,92.3,Charge 6
2026-03-26T02:44:03Z,92.5,Charge 6
2026-03-26T02:45:03Z,50.0,Charge 6
2026-03-26T03:06:33Z,97.5,Charge 6
2026-03-26T03:07:33Z,96.5,Charge 6
2026-03-26T03:08:33Z,95.5,Charge 6
2026-03-26T03:09:33Z,94.7,Charge 6
2026-03-26T03:10:33Z,94.1,Charge 6
2026-03-26T03:11:33Z,93.8,Charge 6
2026-03-26T03:12:33Z,93.6,Charge 6
2026-03-26T03:13:33Z,93.3,Charge 6
2026-03-26T03:14:33Z,93.2,Charge 6
2026-03-26T03:15:33Z,93.1,Charge 6
2026-03-26T03:16:33Z,93.0,Charge 6
2026-03-26T03:17:33Z,93.0,Charge 6
2026-03-26T03:18:33Z,92.9,Charge 6
2026-03-26T03:19:33Z,93.3,Charge 6
2026-03-26T03:20:33Z,93.2,Charge 6
2026-03-26T03:21:33Z,93.1,Charge 6
2026-03-26T03:22:33Z,92.9,Charge 6
2026-03-26T03:23:33Z,92.7,Charge 6
2026-03-26T03:24:33Z,93.0,Charge 6
2026-03-26T03:25:33Z,93.2,Charge 6
2026-03-26T03:26:33Z,93.7,Charge 6
2026-03-26T03:27:33Z,94.0,Charge 6
2026-03-26T03:28:33Z,94.3,Charge 6
2026-03-26T03:29:33Z,94.3,Charge 6
2026-03-26T03:30:33Z,94.3,Charge 6
2026-03-26T03:31:33Z,94.5,Charge 6
2026-03-26T03:32:33Z,94.5,Charge 6
2026-03-26T03:33:33Z,94.4,Charge 6
2026-03-26T03:34:33Z,94.5,Charge 6
2026-03-26T03:35:33Z,94.5,Charge 6
2026-03-26T03:36:33Z,94.9,Charge 6
2026-03-26T03:37:33Z,95.4,Charge 6
2026-03-26T03:38:33Z,95.6,Charge 6
2026-03-26T03:39:33Z,95.8,Charge 6
2026-03-26T03:40:33Z,96.1,Charge 6
2026-03-26T03:41:33Z,96.4,Charge 6
2026-03-26T03:42:33Z,96.5,Charge 6
2026-03-26T03:43:33Z,96.7,Charge 6
2026-03-26T03:44:33Z,96.8,Charge 6
2026-03-26T03:45:33Z,96.7,Charge 6
2026-03-26T03:46:33Z,96.8,Charge 6
2026-03-26T03:47:33Z,96.8,Charge 6
2026-03-26T03:48:33Z,96.8,Charge 6
2026-03-26T03:49:33Z,96.8,Charge 6
2026-03-26T03:50:33Z,96.8,Charge 6
2026-03-26T03:51:33Z,97.0,Charge 6
2026-03-26T03:52:33Z,97.0,Charge 6
2026-03-26T03:53:33Z,97.0,Charge 6
2026-03-26T03:54:33Z,97.2,Charge 6
2026-03-26T03:55:33Z,50.0,Charge 6
2026-03-26T03:56:33Z,97.2,Charge 6
2026-03-26T03:57:33Z,50.0,Charge 6
2026-03-26T03:58:33Z,96.1,Charge 6
2026-03-26T03:59:33Z,95.5,Charge 6
2026-03-26T04:00:33Z,95.3,Charge 6
2026-03-26T04:01:33Z,94.9,Charge 6
2026-03-26T04:02:33Z,94.9,Charge 6
2026-03-26T04:03:33Z,94.6,Charge 6
2026-03-26T04:04:33Z,94.9,Charge 6
2026-03-26T04:05:33Z,94.8,Charge 6
2026-03-26T04:06:33Z,50.0,Charge 6
2026-03-26T04:07:33Z,95.2,Charge 6
2026-03-26T04:08:33Z,96.4,Charge 6
2026-03-26T04:09:33Z,97.0,Charge 6
2026-03-26T04:10:33Z,97.3,Charge 6
2026-03-26T04:11:33Z,97.3,Charge 6
2026-03-26T04:12:33Z,97.4,Charge 6
2026-03-26T04:13:33Z,97.4,Charge 6
2026-03-26T04:14:33Z,97.3,Charge 6
2026-03-26T04:15:33Z,97.1,Charge 6
2026-03-26T04:16:33Z,97.2,Charge 6
2026-03-26T04:17:33Z,96.3,Charge 6
2026-03-26T04:18:33Z,95.5,Charge 6
2026-03-26T04:19:33Z,94.8,Charge 6
2026-03-26T04:20:33Z,94.2,Charge 6
2026-03-26T04:21:33Z,94.0,Charge 6
2026-03-26T04:22:33Z,93.8,Charge 6
2026-03-26T04:23:33Z,93.6,Charge 6
2026-03-26T04:24:33Z,93.5,Charge 6
2026-03-26T04:25:33Z,93.5,Charge 6
2026-03-26T04:26:33Z,93.4,Charge 6
2026-03-26T04:27:33Z,93.4,Charge 6
2026-03-26T04:28:33Z,93.4,Charge 6
2026-03-26T04:29:33Z,93.4,Charge 6
2026-03-26T04:30:33Z,93.5,Charge 6
2026-03-26T04:31:33Z,93.2,Charge 6
2026-03-26T04:32:33Z,93.4,Charge 6
2026-03-26T04:33:33Z,93.4,Charge 6
2026-03-26T04:34:33Z,93.4,Charge 6
2026-03-26T04:35:33Z,50.0,Charge 6
2026-03-26T04:36:33Z,94.5,Charge 6
2026-03-26T04:37:33Z,95.0,Charge 6
2026-03-26T04:38:33Z,95.6,Charge 6
2026-03-26T04:39:33Z,50.0,Charge 6
2026-03-26T04:40:33Z,50.0,Charge 6
2026-03-26T04:41:33Z,95.7,Charge 6
2026-03-26T04:42:33Z,94.1,Charge 6
2026-03-26T04:43:33Z,93.4,Charge 6
2026-03-26T04:44:33Z,93.1,Charge 6
2026-03-26T04:45:33Z,92.9,Charge 6
2026-03-26T04:46:33Z,93.1,Charge 6
2026-03-26T04:47:33Z,93.2,Charge 6
2026-03-26T04:48:33Z,93.4,Charge 6
2026-03-26T04:49:33Z,93.5,Charge 6
2026-03-26T04:50:33Z,93.6,Charge 6
2026-03-26T04:51:33Z,50.0,Charge 6
2026-03-26T04:52:33Z,93.7,Charge 6
2026-03-26T04:53:33Z,93.6,Charge 6
2026-03-26T04:54:33Z,93.7,Charge 6
2026-03-26T04:55:33Z,94.0,Charge 6
2026-03-26T04:56:33Z,94.1,Charge 6
2026-03-26T04:57:33Z,94.3,Charge 6
2026-03-26T04:58:33Z,94.3,Charge 6
2026-03-26T04:59:33Z,94.4,Charge 6
2026-03-26T05:00:33Z,94.5,Charge 6
2026-03-26T05:01:33Z,94.6,Charge 6
2026-03-26T05:02:33Z,94.6,Charge 6
2026-03-26T05:03:33Z,94.6,Charge 6
2026-03-26T05:04:33Z,94.6,Charge 6
2026-03-26T05:05:33Z,94.6,Charge 6
2026-03-26T05:06:33Z,94.6,Charge 6
2026-03-26T05:07:33Z,94.6,Charge 6
2026-03-26T05:08:33Z,94.5,Charge 6
2026-03-26T05:09:33Z,94.6,Charge 6
2026-03-26T05:10:33Z,94.5,Charge 6
2026-03-26T05:11:33Z,94.6,Charge 6
2026-03-26T05:12:33Z,94.5,Charge 6
2026-03-26T05:13:33Z,94.6,Charge 6
2026-03-26T05:14:33Z,50.0,Charge 6
2026-03-26T05:15:33Z,94.8,Charge 6
2026-03-26T05:16:33Z,94.9,Charge 6
2026-03-26T05:17:33Z,95.2,Charge 6
2026-03-26T05:18:33Z,50.0,Charge 6
2026-03-26T05:19:33Z,94.6,Charge 6
2026-03-26T05:20:33Z,50.0,Charge 6
2026-03-26T05:21:33Z,94.5,Charge 6
2026-03-26T05:22:33Z,94.1,Charge 6
2026-03-26T05:23:33Z,93.9,Charge 6
2026-03-26T05:24:33Z,93.8,Charge 6
2026-03-26T05:25:33Z,93.7,Charge 6
2026-03-26T05:26:33Z,93.8,Charge 6
2026-03-26T05:27:33Z,93.7,Charge 6
2026-03-26T05:28:33Z,93.7,Charge 6
2026-03-26T05:29:33Z,93.7,Charge 6
2026-03-26T05:30:33Z,50.0,Charge 6
2026-03-26T05:31:33Z,94.4,Charge 6
2026-03-26T05:32:33Z,94.7,Charge 6
2026-03-26T05:33:33Z,94.9,Charge 6
2026-03-26T05:34:33Z,50.0,Charge 6
2026-03-26T05:35:33Z,94.9,Charge 6
2026-03-26T05:36:33Z,94.8,Charge 6
2026-03-26T05:37:33Z,94.8,Charge 6
2026-03-26T05:38:33Z,94.8,Charge 6
2026-03-26T05:39:33Z,94.8,Charge 6
2026-03-26T05:40:33Z,94.9,Charge 6
2026-03-26T05:41:33Z,94.8,Charge 6
2026-03-26T05:42:33Z,94.7,Charge 6
2026-03-26T05:43:33Z,94.6,Charge 6
2026-03-26T05:44:33Z,50.0,Charge 6
2026-03-26T05:45:33Z,50.0,Charge 6
2026-03-26T05:46:33Z,50.0,Charge 6
2026-03-26T05:47:33Z,92.7,Charge 6
2026-03-26T05:48:33Z,92.4,Charge 6
2026-03-26T05:49:33Z,92.0,Charge 6
2026-03-26T05:50:33Z,91.0,Charge 6
2026-03-26T05:51:33Z,92.4,Charge 6
2026-03-26T05:52:33Z,93.2,Charge 6
2026-03-26T05:53:33Z,92.0,Charge 6
2026-03-26T05:54:33Z,90.8,Charge 6
2026-03-26T05:55:33Z,89.7,Charge 6
2026-03-26T05:56:33Z,50.0,Charge 6
2026-03-26T05:57:33Z,50.0,Charge 6
2026-03-26T05:58:33Z,50.0,Charge 6
2026-03-26T05:59:33Z,50.0,Charge 6
2026-03-26T06:00:33Z,50.0,Charge 6
2026-03-26T06:01:33Z,50.0,Charge 6
2026-03-26T06:02:33Z,50.0,Charge 6
2026-03-26T06:03:33Z,50.0,Charge 6
2026-03-26T06:04:33Z,50.0,Charge 6
2026-03-26T06:05:33Z,50.0,Charge 6
2026-03-26T06:06:33Z,87.5,Charge 6
2026-03-26T06:07:33Z,50.0,Charge 6
2026-03-26T21:10:03Z,98.9,Charge 6
2026-03-26T21:11:03Z,98.2,Charge 6
2026-03-26T21:12:03Z,98.2,Charge 6
2026-03-26T21:13:03Z,50.0,Charge 6
2026-03-26T21:14:03Z,97.5,Charge 6
2026-03-26T21:15:03Z,96.4,Charge 6
2026-03-26T21:16:03Z,95.4,Charge 6
2026-03-26T21:17:03Z,94.4,Charge 6
2026-03-26T21:18:03Z,93.7,Charge 6
2026-03-26T21:19:34Z,98.1,Charge 6
2026-03-26T21:20:34Z,98.2,Charge 6
2026-03-26T21:21:34Z,96.8,Charge 6
2026-03-26T21:22:34Z,95.4,Charge 6
2026-03-26T21:23:34Z,94.3,Charge 6
2026-03-26T21:24:34Z,93.3,Charge 6
2026-03-26T21:25:34Z,92.7,Charge 6
2026-03-26T21:26:34Z,92.3,Charge 6
2026-03-26T21:27:34Z,92.0,Charge 6
2026-03-26T21:28:34Z,91.8,Charge 6
2026-03-26T21:29:34Z,91.5,Charge 6
2026-03-26T21:30:34Z,91.5,Charge 6
2026-03-26T21:31:34Z,50.0,Charge 6
2026-03-26T21:32:34Z,91.4,Charge 6
2026-03-26T21:33:34Z,91.5,Charge 6
2026-03-26T21:34:34Z,50.0,Charge 6
2026-03-26T21:35:34Z,91.7,Charge 6
2026-03-26T21:36:34Z,92.3,Charge 6
2026-03-26T21:37:34Z,92.5,Charge 6
2026-03-26T21:38:34Z,92.5,Charge 6
2026-03-26T21:39:34Z,92.7,Charge 6
2026-03-26T21:40:34Z,92.7,Charge 6
2026-03-26T21:41:34Z,92.9,Charge 6
2026-03-26T21:42:34Z,92.7,Charge 6
2026-03-26T21:43:34Z,92.5,Charge 6
2026-03-26T21:44:34Z,92.3,Charge 6
2026-03-26T21:45:34Z,92.1,Charge 6
2026-03-26T21:46:34Z,92.0,Charge 6
2026-03-26T21:47:34Z,92.1,Charge 6
2026-03-26T21:48:34Z,92.2,Charge 6
2026-03-26T21:49:34Z,92.2,Charge 6
2026-03-26T21:50:34Z,92.3,Charge 6
2026-03-26T21:51:34Z,92.4,Charge 6
2026-03-26T21:52:34Z,92.4,Charge 6
2026-03-26T21:53:34Z,92.5,Charge 6
2026-03-26T21:54:34Z,92.4,Charge 6
2026-03-26T21:55:34Z,93.0,Charge 6
2026-03-26T21:56:34Z,93.1,Charge 6
2026-03-26T21:57:34Z,93.1,Charge 6
2026-03-26T21:58:34Z,93.1,Charge 6
2026-03-26T21:59:34Z,50.0,Charge 6
2026-03-26T22:00:34Z,93.0,Charge 6
2026-03-26T22:01:34Z,93.0,Charge 6
2026-03-26T22:02:34Z,50.0,Charge 6
2026-03-26T22:03:34Z,93.0,Charge 6
2026-03-26T22:04:34Z,50.0,Charge 6
2026-03-26T22:05:34Z,93.0,Charge 6
2026-03-26T22:06:34Z,93.2,Charge 6
2026-03-26T22:07:34Z,93.1,Charge 6
2026-03-26T22:08:34Z,92.8,Charge 6
2026-03-26T22:09:34Z,92.6,Charge 6
2026-03-26T22:10:34Z,92.3,Charge 6
2026-03-26T22:11:34Z,50.0,Charge 6
2026-03-26T22:12:34Z,92.2,Charge 6
2026-03-26T22:13:34Z,92.5,Charge 6
2026-03-26T22:14:34Z,92.5,Charge 6
2026-03-26T22:15:34Z,92.5,Charge 6
2026-03-26T22:16:34Z,92.7,Charge 6
2026-03-26T22:17:34Z,92.5,Charge 6
2026-03-26T22:18:34Z,92.4,Charge 6
2026-03-26T22:19:34Z,92.4,Charge 6
2026-03-26T22:20:34Z,92.3,Charge 6
2026-03-26T22:21:34Z,50.0,Charge 6
2026-03-26T22:22:34Z,50.0,Charge 6
2026-03-26T22:23:34Z,92.8,Charge 6
